feed_per_tube_fraction,steam_to_carbon,inlet_T,excess_air,specific_firing_factor,inlet_P,catalyst_activity,H2_net_kmol_h,Q_comb_W,fuel_MJ_per_kmol_H2,T_wo_max_K,sigma_hot_MPa,log10_t_r_hot,life_rate_per_kmol_H2_rel_base,CH4_slip_dry_pct,T_out_K,process_heat_MJ_h,fuel_total_MJ_per_kmol_H2,H2_net_kmol_h_phys,T_wo_max_K_phys,T_out_K_phys,CH4_slip_dry_pct_phys,sigma_hot_MPa_phys,converged_phys,fuel_MJ_per_kmol_H2_phys,life_rate_per_kmol_H2_rel_base_phys,feasible_phys,disc_H2_net_kmol_h,disc_fuel_MJ_per_kmol_H2,disc_life_rate_per_kmol_H2_rel_base,fuel_total_MJ_per_kmol_H2_phys,alpha_credit
0.9629010788877496,3.9995,886.2678950233301,24.568463775240346,0.9299813643038297,30.06,0.2,14.73562512954749,196107401.16193107,258.0175244463216,1103.431214418675,12.756645188677222,8.097752665283192,0.0941644943351643,7.805491757633533,1065.6747973508996,1700.898790359875,258.0175244463216,14.735990269203063,1103.4567522492987,1065.6787934566757,7.804928496106601,12.755833869830308,True,142.58632696889043,0.0942641157345474,True,-0.00036513965557283257,115.43119747743117,-9.96213993831041e-05,258.0111310904435,0.0
0.9993808579353758,2.6395,899.9862256291829,5.001974573559945,0.8869328775496084,30.06,0.2,14.670685898964159,194115335.06410202,226.39080291477927,1171.8247698161797,12.91878846094592,6.511773311539528,3.6457314781848873,7.813098569383034,1120.4229733745935,1241.5011985759327,226.39080291477927,14.67075624884405,1171.8611922595646,1120.4283841467818,7.812050368011541,12.915380515109016,True,141.76550452639188,3.6473793001999386,True,-7.034987989129604e-05,84.62529838838739,-0.0016478220150513145,226.38971731526937,0.0
0.9629010788877496,3.9996,899.6453858046539,23.551445673883165,0.9050392833075437,30.06,0.2,14.756537375567934,190847804.71032515,255.03555825044833,1104.520826510611,12.759567240837617,8.070883148693422,0.10003242511692102,7.76515541070688,1065.8076011017076,1718.6438398109474,255.03555825044833,14.757316383872842,1104.558086078436,1065.8202980315193,7.764348523145107,12.752174924161691,True,138.56163643989038,0.09992434389923902,True,-0.0007790083049084018,116.47392181055795,0.00010808121768200729,255.02209544916684,0.0
0.9605339930124392,3.9987,899.4056349100885,20.083922006417286,0.8793563646775494,30.06,0.2,14.69725319279363,184976141.26503572,251.4513158158316,1106.207232526464,12.761146779827872,8.029936365889672,0.11036614333256704,7.812408141219869,1064.8977697365772,1713.7564263667216,251.4513158158316,14.697750478567949,1106.2517790690458,1064.9157253520218,7.81167801452248,12.758334436967344,True,134.84289522601628,0.11050506494682633,True,-0.0004972857743190673,116.60842058981532,-0.0001389216142592825,251.44280817634817,0.0
0.9593852397734552,3.9715,889.6615395472836,17.326172758497872,0.8788153406573593,30.06,0.2,14.675325546386288,184641248.07908767,249.86121230752053,1109.0352693234636,12.772119628212117,7.960040511671863,0.12983152332928147,7.802814195939092,1065.8661661296774,1688.4955454659505,249.86121230752053,14.67543736849676,1109.0568414602762,1065.8748002357233,7.802484288912508,12.76960877566499,True,134.8034158633253,0.1298488956508007,True,-0.00011182211047255919,115.05779644419522,-1.7372321519243394e-05,249.85930844548332,0.0
0.9625372746521386,4.0,899.6857251302278,15.486609008630655,0.8526630157455742,30.06,0.2,14.730101980971334,179735162.14460263,247.38020227557482,1109.2260657730242,12.76564462221469,7.956645718925074,0.13036377738870086,7.812356178857572,1064.3885104837636,1718.2017274717914,247.38020227557482,14.729939642980703,1109.3058600799181,1064.4194357383506,7.811652959328881,12.760313536049072,True,130.73603333048396,0.13064881859991945,True,0.00016233799063058996,116.64416894509085,-0.00028504121121858406,247.38292864146175,0.0
0.9878206123902507,2.9427,899.9952590658355,5.019606685802663,0.8639486677255249,30.06,0.2,14.667988547378629,186897756.66722885,228.33487037895048,1156.9351543171142,12.891032822006734,6.8397630638497375,1.7134632036874764,7.803996066103421,1105.7330515877795,1346.7372993938918,228.33487037895048,14.667701689868721,1156.9558858865453,1105.7311609545902,7.8033557187946245,12.886384932865107,True,136.52281772780313,1.712120184726553,True,0.00028685750990753434,91.81205265114735,0.00134301896092337,228.33933594374903,0.0
0.9944332767660685,2.7448,899.7304835286899,5.010501413204994,0.8799235899652716,30.06,0.2,14.66781240600502,191627871.08636424,227.03095324369673,1166.655700526971,12.909593845424729,6.624613167038184,2.812094393624494,7.790023807011892,1115.3948105841575,1276.8916708954239,227.03095324369673,14.667878249806025,1166.6876696735776,1115.3961455714557,7.789073921188377,12.905857656672366,True,139.9763296826362,2.8124052349533195,True,-6.584380100527198e-05,87.05462356106054,-0.0003108413288255285,227.02993410646008,0.0
0.9774318029429845,3.9964,899.7356553207557,24.520125544915906,0.9132390107568906,30.06,0.2,14.953269797381658,195482995.69512975,256.6604386541915,1103.9202212175958,12.74656738365344,8.087762888733007,0.09495314428197171,7.813321920018483,1065.4117397303403,1743.4521173483454,256.6604386541915,14.954200029442948,1103.9619587019454,1065.4254549138104,7.812282431358028,12.741850946627027,True,140.05835578221325,0.09497988121749959,True,-0.0009302320612896153,116.60208287197827,-2.6736935527876815e-05,256.64447298779476,0.0
0.9986089807333394,2.6704,899.7515356354825,5.008403817989648,0.8857096441425656,30.06,0.2,14.684238326695356,193697897.28470436,226.63414598473184,1170.407318034718,12.915713496134353,6.542711498486433,3.391919100477796,7.797745647167278,1119.0333159925153,1252.6151988421802,226.63414598473184,14.684348397381518,1170.4410410822238,1119.0371663626502,7.796714163841603,12.912331387082208,True,141.3297040905648,3.3930334906203004,True,-0.00011007068616208926,85.30444189416704,-0.0011143901425043623,226.63244718439825,0.0
0.994550260397799,2.8938,899.8599870315994,5.187576790344553,0.8692456129716903,30.06,0.2,14.738026527482656,189324713.42607585,228.30894304617965,1159.1607544762983,12.892878911639464,6.79059941372568,1.9097198440168652,7.813272925465588,1107.89746762657,1336.3441866538815,228.30894304617965,14.737891325117456,1159.1830170276446,1107.8966526471208,7.812508808676681,12.888967280350675,True,137.6369948504879,1.908909069614819,True,0.00013520236520037088,90.67194819569175,0.0008107744020462437,228.31103750517758,0.0
0.9961122428661304,2.6963,899.3283948817709,5.024725838639623,0.8852671875113265,30.06,0.2,14.673831628008633,193117090.81604162,226.82873773407,1169.3102875494897,12.913889948413768,6.566612245254589,3.2125702386221446,7.773256424434004,1118.0362310771393,1259.3350185887396,226.82873773407,14.673958581794265,1169.3411672482214,1118.0389792347503,7.772262719116473,12.9105617367151,True,141.00569221190554,3.2132433659934247,True,-0.00012695378563165605,85.82304552216445,-0.0006731273712801134,226.82677529382013,0.0
0.9946834937959176,2.7212,899.9666037673541,5.00021678220481,0.8828674433865623,30.06,0.2,14.670758937093748,192317355.44777486,226.88912901952602,1168.1395197603226,12.91186351302672,6.592182793351785,3.0295144906126015,7.764730482000043,1116.8878605164361,1268.0926232093257,226.88912901952602,14.670866427159222,1168.1716347921938,1116.8897336906039,7.763744237635151,12.908317057996337,True,140.45135672892178,3.030083283240415,True,-0.00010749006547428053,86.43777229060424,-0.000568792627813508,226.8874666550396,0.0
0.9850770402293342,3.1489,899.8625275282101,5.025596087188211,0.8500410020873442,30.06,0.2,14.72485400687613,183378382.04391065,230.1357366664727,1147.784697856955,12.868426320930217,7.046523037248701,1.0603137021249744,7.811968010696245,1096.3744136362466,1423.946745136801,230.1357366664727,14.72421427114113,1147.78617554331,1096.371801335433,7.811865688669551,12.863454465948436,True,133.43791002096233,1.0583219483895063,True,0.0006397357349996469,96.69782664551036,0.001991753735468116,230.14573557384628,0.0
0.9952874922469056,2.7601,899.9778460533036,5.007600423892575,0.8776189880753391,30.06,0.2,14.679457939874496,191290156.52950016,227.11129414454794,1165.7020101782462,12.907651392460547,6.6455837187776154,2.6774087034273646,7.809309127331009,1114.3900328467641,1284.3332986778546,227.11129414454794,14.679494607041615,1165.734507613161,1114.3910724570903,7.808366089928323,12.903763000888132,True,139.6190704279668,2.6776228850733155,True,-3.666716711947515e-05,87.49222371658115,-0.00021418164595088385,227.11072685473314,0.0
0.9754525964125504,3.2602,897.276184942719,5.031946918732552,0.8501343662088743,30.06,0.2,14.681042622828548,181606674.91310084,231.32832963963136,1144.1243696121287,12.860617479573126,7.129940845985608,0.8776283888027074,7.712333010183093,1092.9129176766207,1450.3552646667945,231.32832963963136,14.6805065724364,1144.1164676464352,1092.9104978470004,7.712270321098795,12.855451491179933,True,132.54214308201767,0.8754741708274834,True,0.0005360503921476578,98.78618655761369,0.002154217975224082,231.33677646271656,0.0
0.9857551787000188,2.9867,899.7908258436537,5.2259062023327525,0.8649175472153054,30.06,0.2,14.683402863530063,186716131.39169034,228.9347456258599,1155.3350535427603,12.8865437255345,6.875774768573102,1.5754583466332697,7.754974858446211,1104.3386249456194,1361.0111202875955,228.9347456258599,14.683137259384658,1155.350568952318,1104.3368206494724,7.754353534096403,12.882329609193196,True,136.24676687661233,1.5740771868076038,True,0.00026560414540455213,92.68797874924758,0.0013811598256658897,228.93888684012435,0.0
0.9946314367043128,2.7328,899.7362594227781,5.030467894244568,0.8818638887154128,30.06,0.2,14.671689947834484,192088694.92167503,227.00047204975854,1167.4258963789907,12.910643844643658,6.607791432877335,2.922380995939622,7.774422540936315,1116.1890817466851,1272.3873840510355,227.00047204975854,14.671784761914097,1167.4569732813916,1116.1906900958595,7.77345734995387,12.90709998395929,True,140.27558291460298,2.922787427191095,True,-9.481407961331456e-05,86.72488913515556,-0.000406431251473105,226.99900509524832,0.0
0.9918757845616605,2.8647,899.9870066635356,5.007646355265163,0.8697278020103185,30.06,0.2,14.685627938993836,188920334.5173662,227.80860091638002,1160.6137965747016,12.897785368042742,6.757964581259284,2.06609984971359,7.808237455519972,1109.3368328678664,1321.365913103192,227.80860091638002,14.685500003110375,1160.64045084297,1109.33604598045,7.807435440416749,12.893457688209859,True,137.83299450674357,2.0653351584661537,True,0.0001279358834604949,89.97560640963644,0.0007646912474363887,227.81058551987405,0.0
0.9629520846143409,3.9995,886.5665276435423,24.568463775240346,0.9299813643038297,30.06,0.2,14.739463498052721,196117789.14539635,257.9907409484508,1103.5015121246408,12.756579314971795,8.096063913435316,0.09450674798176142,7.7994271994962805,1065.7452617402998,1701.3830824874487,257.9907409484508,14.739864038273383,1103.5272340419106,1065.750027675273,7.798806378860279,12.755716807413052,True,142.55640493709453,0.09460542722474495,True,-0.00040054022066193795,115.4343360113563,-9.867924298352648e-05,257.98373032284127,0.0
0.9774318029429845,3.1951,899.9733967666258,5.0022091802314,0.8500744981574714,30.06,0.2,14.67146143269335,181962342.28554356,230.42348552497697,1146.5854582180007,12.866989382798224,7.0735985615126395,0.9998537290400429,7.731595180388391,1095.4025303730548,1431.0527565785073,230.42348552497697,14.670842908126877,1146.5825971165395,1095.3999118988866,7.731486054521314,12.861800352934178,True,132.889196394298,0.997661769393784,True,0.0006185245664731553,97.53428913067896,0.0021919596462588453,230.4332002078607,0.0
0.9843166413346058,3.1247,899.5905444283857,5.030974170704616,0.8528929699694757,30.06,0.2,14.711884876855228,183851605.80858245,229.9408652267359,1149.0187734848084,12.871741331179441,7.018399658302378,1.1322450544630862,7.791631432713031,1097.691121684631,1413.0249040368383,229.9408652267359,14.711348841918852,1149.022118500094,1097.6889165918994,7.791366412223111,12.8667808614868,True,133.89925389101512,1.130226239605476,True,0.0005360349363758843,96.04161133572077,0.0020188148576101295,229.9492435432578,0.0
0.9584803785396394,3.9965,899.8022228819814,24.520125544915906,0.9097079675792202,30.06,0.2,14.686728108515618,190951594.98424858,255.71961445711028,1103.8020092680083,12.761146914758319,8.087963905831884,0.09663166167476314,7.766608192987638,1065.9906998265576,1709.7745032862124,255.71961445711028,14.68755173905059,1103.843996715306,1066.0033875306565,7.7657368675534455,12.756278467790887,True,139.29550565055948,0.09665473342687121,True,-0.0008236305349722528,116.4241088065508,-2.3071752108069776e-05,255.70527452581337,0.0
0.9924053196314054,2.847,899.9660987179344,5.037442991649005,0.8712098899693012,30.06,0.2,14.683953182228942,189343301.5784385,227.71205769906092,1161.4339864436408,12.899439981510552,6.7397717661828835,2.1547339337650175,7.808571680528502,1110.1792051140224,1315.0349630844707,227.71205769906092,14.683859542106783,1161.4615321686854,1110.1786913185117,7.807744481563432,12.895245328185652,True,138.1570169191695,2.154140355118344,True,9.364012215939965e-05,89.55504077989141,0.0005935786466735316,227.71350983668447,0.0
0.9670689407235092,3.362,899.7888609428835,5.037380813054754,0.8507834253078657,30.06,0.2,14.692224172645119,180183293.5271685,232.13925963861237,1142.0554410613095,12.852612756498372,7.177958408701006,0.7851677510722261,7.525132622934857,1091.0493982429068,1480.1067540912711,232.13925963861237,14.6917188305243,1142.0443516470057,1091.0476327995025,7.525083125462744,12.847107679823885,True,131.40295632258548,0.7829971573791977,True,0.0005053421208192077,100.73630331602689,0.002170593693028411,232.14724439159767,0.0
0.9913178464854046,2.8387,899.9719193918664,5.006177214325651,0.8752718060378151,30.06,0.2,14.695247099618113,190017644.10890025,227.70752946120675,1162.6048103911257,12.900543844882321,6.714062687106189,2.28438252002349,7.743148824501721,1111.3999042278724,1310.3150821377878,227.70752946120675,14.695214085854815,1162.6307694167888,1111.399128859187,7.742303674585031,12.896619305053424,True,138.54193057982857,2.2838044116227096,True,3.301376329822858e-05,89.16559888137817,0.0005781084007803194,227.70804102112245,0.0
0.9960134148719401,2.6895,899.9866914456093,5.006715939627739,0.8851198995752401,30.06,0.2,14.670011463913859,193065803.93346187,226.70500203573366,1169.6913229584904,12.914671158859488,6.558280330401594,3.2756510051402405,7.770344047153648,1118.411961276503,1257.2027937894502,226.70500203573366,14.670132374413912,1169.7243413096737,1118.4148979620877,7.769328701980122,12.911258225859441,True,141.00501155730154,3.276574517716428,True,-0.00012091050005302861,85.69999047843211,-0.0009235125761875018,226.70313354440304,0.0
