feed_per_tube_fraction,steam_to_carbon,inlet_T,excess_air,specific_firing_factor,inlet_P,catalyst_activity,H2_net_kmol_h,Q_comb_W,fuel_MJ_per_kmol_H2,T_wo_max_K,sigma_hot_MPa,log10_t_r_hot,life_rate_per_kmol_H2_rel_base,CH4_slip_dry_pct,T_out_K,process_heat_MJ_h,H2_net_kmol_h_phys,T_wo_max_K_phys,T_out_K_phys,CH4_slip_dry_pct_phys,sigma_hot_MPa_phys,converged_phys,fuel_MJ_per_kmol_H2_phys,life_rate_per_kmol_H2_rel_base_phys,feasible_phys,disc_H2_net_kmol_h,disc_fuel_MJ_per_kmol_H2,disc_life_rate_per_kmol_H2_rel_base
1.0987074536010384,2.5978,899.9045228878771,5.021136804522956,0.9288685218401325,30.06,0.2,16.21773294905791,223498380.9496483,230.6814698967176,1179.6741315993283,12.87544121770551,7.033680463108642,6.65115551297818,7.600112183505267,1124.996941879954,1346.5049649063042,16.217648950853974,1179.7288095239828,1125.001949982854,7.599013624295245,12.874489249780906,True,230.6826646956192,6.669710734734797,False,8.399820393734103e-05,83.02594242590567,-0.018555221756616724
0.6123676011465885,4.0,855.7847617900605,24.999294626389684,0.8558924062890387,30.06,0.2,9.368795194076027,114780851.85804357,244.02276263604006,1091.4802027552012,12.974141784987363,9.436843086547889,0.045503088847716935,7.813598857414498,1065.467960485983,1056.404444493506,9.367993219713082,1091.5200713144536,1065.4917813617587,7.814525570182503,12.97994839777616,True,244.04365291584912,0.045756966392550155,False,0.000801974362945046,112.74653169809253,-0.0002538775448332198
0.6000054562259206,2.7582,885.9110077175435,5.059466120676034,0.8502485097677493,30.06,0.2,9.063255037852958,111722113.87334092,216.4511867462232,1163.2480775158192,13.04333349454218,7.4247378968765325,4.836660591920151,7.071992886679746,1124.9025601876456,764.7296600840205,9.065585325464063,1163.3213019056386,1124.8732989336247,7.07052784344353,13.045042080789088,True,216.39554847238037,4.860437525899831,True,-0.0023302876111053195,84.41088204789824,-0.02377693397968006
1.0999710549954282,4.0,800.0241752055907,24.999743450031403,1.1499999787692317,30.06,0.2,16.8277591527867,277023846.15770704,284.2751973649204,1108.0643297252905,12.520785261645129,9.045215508931932,0.06242030893204143,7.810372222844389,1067.9231716743009,1815.6019169637816,16.820206372905968,1107.9893493178342,1067.9165782758498,7.818148109148486,12.652979101688251,True,284.4028455009568,0.06619289092280031,False,0.007552779880732885,107.81406653212352,-0.0037725819907588817
0.6000000000000486,2.712,843.226289756345,5.205903118590738,0.8502347560890703,30.06,0.2,8.826938837279833,111719290.70589533,217.9528945376579,1156.6602827255817,13.04674698608358,7.597134364887175,3.3390523500173686,7.81325982486236,1117.801312788295,726.864469071701,8.829172213267514,1156.6868841003873,1117.7812424177782,7.814314314114188,13.04902550832878,True,217.89776244267233,3.347010554812095,False,-0.002233375987680475,82.38045677032133,-0.00795820479472642
1.0999970724909667,4.0,899.9974992718122,5.005947412229177,1.1499878610228345,30.06,0.2,19.262239205975384,277027479.4558877,256.0554984016243,1177.0332137531382,12.637349876968962,7.1470520689153645,4.313292095782905,3.891835652761872,1124.3972554510135,1964.0506946185376,19.26097214668288,1177.1181577339553,1124.4824118441932,3.894196039568375,12.632004676177923,True,256.07234269671875,4.324820692003861,True,0.0012670592925019264,101.95364191199894,-0.011528596220956366
1.0975202028438986,3.9898,850.9296966076636,24.79470135126722,1.145669709924498,30.06,0.2,17.36734953820429,275365812.04962903,278.2322568277916,1119.9717249854211,12.56975344222958,8.694852788822011,0.13551312996608902,6.817181741000002,1080.3400384200245,1881.8088708856594,17.367008813562087,1119.961876219683,1080.3391151662038,6.8159086377473805,12.638692384585845,True,278.2377154872059,0.1399142155924649,True,0.00034072464220358256,108.34992315026932,-0.004401085626375867
1.0956240837798397,3.9784,890.5692340948708,23.720707017104523,1.124718038803485,30.06,0.2,17.73756288179708,269862970.2217801,271.96642756759275,1129.1603036497418,12.728621130658022,8.405005303977351,0.25862378189116414,6.145912049530877,1089.263817406635,1932.632644055957,17.739397612111887,1129.2572733928694,1089.2642001045692,6.143537489996833,12.635047160580939,True,271.9382989321013,0.2490908637951137,True,-0.0018347303148082972,108.97391621603575,0.009532918096050447
1.099846248558137,3.9915,899.4641390321366,24.180869688170034,1.1497636023041435,30.06,0.2,18.01672590983437,276935479.75672114,273.43519329017477,1132.7748838142331,12.618108845917575,8.327255375355318,0.30453447425860075,5.8131175352619096,1093.8050889230908,1959.2410770753638,18.019208762890305,1132.8491405445086,1093.8135475779134,5.809921892538169,12.625619381273923,True,273.39751686308,0.3070081312863858,True,-0.0024828530559339868,108.76837059110969,-0.00247365702778507
0.8306467105445462,3.9682,899.7897237146049,15.111436590678357,0.8658359890620885,30.06,0.2,13.036955758750269,157503441.72943962,242.37848251799116,1114.5872244477625,12.859368492335285,8.788439964540697,0.1455296731529783,7.048713726987101,1075.386794338005,1472.3406777875089,13.036751445704322,1114.6393381824,1075.3976573474874,7.048614465847311,12.858581262343574,True,242.3822810935981,0.1459764652928947,True,0.0002043130459465914,112.93389789882059,-0.0004467921399164132
