alloy,curve,lmp,stress_mpa,source_file,page,method,extracted_on
Centralloy G 4852,average,26.020685247361317,40.45782091913184,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.035504742545246,40.30941326081804,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.05046317498722,40.159830742230966,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.065560002297744,40.00908858033792,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.080794682087312,39.85720210577158,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.096166671966422,39.704186760110844,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.111675429545574,39.5500580931409,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.127320412435267,39.394831760092686,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.143101078246005,39.23852351886354,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.159016884588283,39.08114922721841,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.175067289072597,38.92272483997353,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.191251749309448,38.76326640616282,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.207569722909337,38.60279006618719,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.224020667482765,38.44131204894867,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.24060404064023,38.278848668968955,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.25731929999222,38.11541632349384,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.274165903149242,37.951031489584174,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.2911433077218,37.78571072119364,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.30825097132039,37.61947064623482,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.32548835155551,37.45232796363374,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.342854906037655,37.284299440373736,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.36035009237733,37.11540190853021,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.37797336818503,36.945652262295255,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.395724191071263,36.77506745499519,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.413602018646515,36.60366449609984,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.43160630852129,36.43146044822545,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.449736518306086,36.25847242413184,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.46799210561141,36.084717583714,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.48637252804775,35.91021313098974,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.50487724322561,35.73497631108359,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.52350570875549,35.55902440720783,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.542257382247886,35.38237473764192,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.5611317213133,35.20504465271004,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.580128183562227,35.027051531758936,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.59924622660517,34.848412780135426,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.618485308052627,34.66914582616556,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.637844885515097,34.48926811813535,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.65732441660308,34.3087971212743,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.67692335892707,34.12775031474241,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.69664117009757,33.94614518862123,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.71647730772508,33.76399924091016,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.736431229420095,33.581329974528295,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.75650239279312,33.398154894322914,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.77669025545465,33.2144915040853,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.796994275015184,33.03035730357426,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.817413909085218,32.84576978554903,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.83794861527526,32.66074643281126,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.8585978511958,32.47530471525735,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.87936107445734,32.28946208694221,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.90023774267038,32.103235983154164,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.92122731344542,31.91664381750297,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.942329244392955,31.729702979020768,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.96354299312349,31.542430829276945,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,26.984868017247518,31.35484469950799,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.00630377437554,31.16696188776223,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.027849722118056,30.97879965606126,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.049505318085565,30.79037522757767,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.071270019888562,30.601705783830514,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.09314328513755,30.412808461898962,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.115124571443033,30.223700351654543,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.1372133364155,30.034398493013157,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.15940903766545,29.84491987320738,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.181711132803397,29.655281424079078,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.20411907943982,29.465500019394085,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.226632335185233,29.275592472178694,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.249250357650126,29.085575532078927,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.271972604445,28.895465882743324,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.29479853318036,28.70528013922941,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.317727601466693,28.51503484543512,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.34075926691451,28.324746471555194,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.363892987134307,28.134431411563344,WST_G_4852_161109.pdf,6,vector,2026-09-07
